PC1,PC2
3.8098486043012643,-1.2251041746823264
-2.3267027945631975,-1.0715449044903438
1.9214435151937903,-0.5714840770480991
-2.3257037976495334,-1.2738367176499945
-0.2369874905378597,0.9904060441082029
0.8489401121387843,1.562141103170095
0.8905633447104403,0.8730391107604212
-2.1904057298142106,0.548304951960132
-2.8142694821740615,0.037376541044717985
-4.723454464853893,1.3207630853691428
-2.7569027885085022,-1.7964082975882623
3.267746606729736,-2.365285910600758
-1.3610775392668637,1.6532525190415492
-2.2943877341624836,-1.3949907071915066
3.0261807353301156,0.7044059265459859
-2.4422041865108897,0.19958624381648535
-0.3171648958201541,-1.0915749519633888
3.292401031394102,2.4010828357286695
-1.8226683927704093,-1.676197308492871
-0.5382771721569239,-1.0162522438412487
2.552329606505474,0.3467043103651472
-0.22027121715342912,2.406875626455926
0.3548318195065165,2.1472693471211954
-0.63841559764812,1.8661729507614722
-1.8737660344032707,-1.7156638487369857
-1.6219222663000388,0.8780244459891166
-1.5256858567766005,-1.4295371763658375
4.072242839993078,0.1709724288000882
-2.0811745990095143,-0.2141671096452234
-0.08645616663508418,-0.9007877264886466
-1.5646030125578434,-0.22904922009195217
-0.8030774959900394,3.239315921656727
1.9981073158010554,-0.36821747119139336
-2.488849109706014,-0.1614124686475994
1.534303016145638,2.8030423891225347
-2.426794883092095,-0.6063178748690223
-1.6094824020020952,-0.20439660221373965
2.0039004751096927,0.7157063081658469
3.8553779189796358,-0.24544206430167173
-2.870275259535415,-0.2957538459649942
-2.211962863138133,-0.9009814774067083
-2.743200136350542,-0.29941944778436014
4.04133999654089,-3.0675239848396227
-1.9821747890673846,-0.4129588945125783
-2.701741096042289,-1.275134534597468
0.9702865594282919,3.7060540743788555
1.1930674770915282,-0.07539687992564877
4.4830180277166845,-0.06760245654020564
-2.3164572761874482,-1.756378171578004
5.054113728761695,-1.643097429177019
0.28220921497993817,1.482026061400849
5.7522071460494315,-0.5876052419932888
3.1433110037057492,-1.3683627505954896
-2.1459019954425376,-2.267678464996031
-0.39970229527342865,2.6829007759514556
2.9064516636410254,-0.7197763414838428
0.21993570749332114,0.8075465657705905
1.2230936402460462,1.3151006797633884
0.3655299148323128,2.3258881358422983
2.447655959869004,-1.486096737173841
-2.5911084239885556,-1.5626585040237981
-2.8589228097953256,-0.7092569936357517
3.6909577079005227,0.6421696414357974
1.6011267206817927,-0.047382849327474955
1.2932285127855994,1.6920315767328018
2.786669433650535,-0.4341825008191334
2.547460890527706,1.3872648484500447
-0.48976435926522893,3.287117007453082
-1.1407817161813187,-1.6649771651621743
-2.5160311909407183,-1.479565494938758
3.3103469762122146,-0.3387892294924574
4.996794152719003,-2.092824926386564
-1.9355797557055268,-1.6357208471628346
0.12187156670414603,0.8165755262598609
-2.187348481890462,-0.97562273837555
-2.821823826120176,-1.4977913926570268
-2.5587280686325413,-0.5293704147506836
-0.08645616663508418,-0.9007877264886466
3.1551217628003894,-1.0329808246891694
-2.5590127892489924,-0.4145967394214158
-2.41646226687803,1.5414433284637938
-0.8121919748264921,0.727704313725665
4.044619121394104,-1.7217470786343423
-0.6677964236574174,-0.6553150565976333
-2.5845976793797747,-1.1946974764506675
-2.351207587625094,0.303655547213125
-2.352940264251544,-1.4499674039472725
0.11362160934910118,1.9387673939385546
-2.3919930936355542,-0.03193714189338374
3.190381408199061,-0.4443261800402704
0.4839203220683703,0.2589402115963235
-2.1296445461837217,-0.2323258782921442
-2.0553458831105926,0.48693735354374446
4.797295165400767,-0.224542217898665
2.072420148067568,0.2126329503451214
3.0708303021619785,-1.8356758635727106
-2.930333977273985,-2.280578373491115
-1.991767916497183,0.7069992099173195
2.387328016855791,1.3880354100269552
-2.0551046683058756,-1.4388571818354094
2.2692353064567063,-0.7491743016838665
2.8937176811488676,-0.020095888160167226
1.7426932907287096,1.0601908590639728
-0.09086621579303766,2.2622649623217805
2.1844058816388987,-0.9504400679118731
-0.7738912497437245,1.8881425666947522
-2.055553858083051,-0.7305685223523452
4.206846967418913,-2.392787168272583
0.6360671305937278,0.07863390780606867
-2.299141269857354,-0.40212302906614344
-2.476388300720139,-1.3729174687001935
1.2078993096215682,1.4191684374560436
-2.256909874782666,-0.7533892291433325
-3.376794101775411,-0.5837871536315291
-2.5761582203038214,-1.3968117371104576
3.9635926875241703,-0.9222089104841793
1.5659529759740618,-0.9538892718666769
4.814779072128575,-2.741898063849306
-2.261300597828496,0.6524252795937604
0.32456129301901365,2.3182032063583646
1.010406168105992,0.4401571905310941
-1.0611689174577972,3.903543718589391
2.1386081859641184,-0.7222844128037742
-1.9592591645742676,2.4511192486692295
2.4874687139149287,0.5169030308758568
-3.450418839579416,-1.6207332943814272
-3.0866888671323482,1.201774453610403
-2.761876421439666,1.4821912620856348
-2.6257425069445195,1.095024051897116
4.042341426913629,-0.6145982947464609
0.5284659118988828,1.419270652042352
3.468894637513786,-0.9383640172513941
1.3194319181040663,2.0481899616109827
-0.7840450673649626,-0.9351763638768109
0.10205967386906084,1.5398127828450932
-2.3133246753246084,-1.518755946888388
-2.7481094237956682,-1.512330362581751
-2.7277934093741525,1.4576233844894813
-0.9248626331588586,-0.7817046530917634
0.2372722158557567,1.4985298255493327
-0.11038152990827407,1.315760924926419
-0.4687184627381717,1.3577949147608508
-2.332807306364351,0.17597511098382565
1.315530493354618,2.834457478365853
1.9905808355785168,0.1632937945410797
-0.9653598032851183,0.3023649891507501
-2.2539822117409556,-0.5727388796027338
-0.5545891027928626,-0.8647322902277185
3.1356726144715377,-2.126579813398451
-3.4653276282813152,-0.4670198485839732
2.431700335552996,2.312424010223359
-2.4991929448486423,-0.45509789207088325
1.7954675018879875,1.1406815083469513
4.027513912613298,2.935280580817741
-2.648188257415167,-0.22075070698409427
1.2747597206038612,-1.1662144893201867
-0.6129161569996115,-0.8973163538630687
3.757157184476801,-3.005854050345937
-2.1128463057654088,-0.4020799055262116
-2.654989858883639,-0.5024078589590486
-2.5493995860616567,-1.098195880370222
-2.2867701790290624,-1.229366907155392
-2.084145444203257,0.8972199160769759
-1.201816947544409,-1.0773486147054652
3.81303050911231,2.2556072308397606
3.6624855363127216,0.8399599472680327
-2.648906990361327,1.0081558694015118
-2.7029055671530324,-1.3334145940940727
3.190381408199061,-0.4443261800402704
-1.1722195253114716,1.136110479108543
-2.492154126776014,-0.811956774535534
2.4169346472327415,0.6112501467031138
-2.48744404184984,-0.6712576419227541
-2.332729558476591,-1.8956601905963881
-2.8207138982515527,-1.3983507055583129
-2.001262461596855,0.31733543354194177
0.4851119375538975,0.950193755434491
3.825449121778147,-1.2765721410442372
-2.531895276779217,1.0812415763844998
-2.7854922303695364,-2.2578076268831992
4.0739201116730746,0.30077818720859634
-2.1472535712981666,-1.1994105037308005
-2.257824583104743,-0.9469870604182226
-1.3393972196586639,0.8552741483599443
-2.8420943439119566,-0.3171151850666311
1.4390913638074239,0.7196915663886839
3.479410468395115,-1.7047530313947505
3.8349460401140516,-1.690505727244165
-1.8410692579454744,1.9310892260783312
0.11434192199087086,1.4419489439180229
